index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Month,Weekday
84898,171-4423216-8327530,2022-05-04,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-M,Ethnic Dress,M,B0894WV6S6,Shipped,1,INR,845.0,BHILAI,CHHATTISGARH,490020.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Wednesday
32840,408-0109379-9875567,2022-04-11,Cancelled,Amazon,Amazon.in,Expedited,SET187,SET187-KR-DH-XL,Set,XL,B08B415N6S,Unshipped,1,INR,599.0,HYDERABAD,TELANGANA,500070.0,IN,,False,,2022-04,Monday
62161,403-7170084-1235556,2022-05-21,Shipped,Amazon,Amazon.in,Expedited,SET436,SET436-KR-NP-XL,Set,XL,B09YNZ41ZY,Shipped,1,INR,1399.0,BENGALURU,KARNATAKA,562125.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Saturday
34310,406-3768615-2098744,2022-04-10,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-M,kurta,M,B099FCVXXD,Shipped,1,INR,316.0,TIRUPATI,ANDHRA PRADESH,517501.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant SS-1649241544188,Amazon PLCC Free-Financing Universal Merchant AAT-4UKS7UWZY3AES,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-04,Sunday
93446,405-6304400-7792306,2022-06-27,Shipped,Amazon,Amazon.in,Expedited,JNE3571,JNE3571-KR-XL,kurta,XL,B08MXF3X54,Shipped,1,INR,549.0,BENGALURU,KARNATAKA,560037.0,IN,,False,,2022-06,Monday
17719,408-4906834-9835503,2022-04-20,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3423,JNE3423-KR-XXL,kurta,XXL,B081X5N76H,Shipped,1,INR,399.0,ALLAHABAD,UTTAR PRADESH,211001.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-XX7G3ZRJJJ5LG,Amazon PLCC Free-Financing Universal Merchant AAT-LEHCKNDBJG64E,Amazon PLCC Free-Financing Universal Merchant AAT-DJVHCEV7D7RQY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-04,Wednesday
6177,404-2027932-3501106,2022-04-26,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-L,kurta,L,B08BFLKNGJ,Shipped,1,INR,486.0,MANGALURU,KARNATAKA,575006.0,IN,,False,,2022-04,Tuesday
39151,408-4102222-7877113,2022-04-07,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XL,Set,XL,B08XQBF1G4,Shipped,1,INR,788.0,CHENNAI,TAMIL NADU,600044.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Thursday
79966,403-6095187-0877115,2022-05-07,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XS,Set,XS,B09RPCWKJW,Shipped,1,INR,1115.0,LUCKNOW,UTTAR PRADESH,226010.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Saturday
55466,402-7348101-0163522,2022-05-27,Shipped,Amazon,Amazon.in,Expedited,JNE3487,JNE3487-KR-M,kurta,M,B08RP2Y81T,Shipped,1,INR,345.0,NEW DELHI,DELHI,110041.0,IN,,False,,2022-05,Friday
49759,402-2274754-6723504,2022-05-31,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3869,JNE3869-DR-M,Western Dress,M,B09RK7Q644,Shipped,1,INR,721.0,KANPUR,UTTAR PRADESH,208014.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-CAK4QZ7KEFRQU,Amazon PLCC Free-Financing Universal Merchant AAT-YZJ5BRTPINRLK,Amazon PLCC Free-Financing Universal Merchant AAT-SNWJTEAZA2JRI,Amazon PLCC Free-Financing Universal Merchant AAT-BBJ6FVTP3QKBO,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-05,Tuesday
125753,408-8749167-0951518,2022-06-03,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5025,MEN5025-KR-XXXL,kurta,3XL,B08YYQS8FH,Shipped,1,INR,0.0,Kolkata,WEST BENGAL,700061.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-Z7SKZOEIDWRU4,Amazon PLCC Free-Financing Universal Merchant AAT-SYBM7O5OQIPGQ,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811",False,Easy Ship,2022-06,Friday
45595,403-7238449-4561927,2022-04-03,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3570,JNE3570-KR-XS,kurta,XS,B09B29BR1P,Shipped,1,INR,328.0,GREATER NOIDA,UTTAR PRADESH,201310.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO,Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-ACZIPIA37BFIY,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-04,Sunday
37017,406-7133946-5192365,2022-04-08,Shipped,Amazon,Amazon.in,Expedited,J0122,J0122-TP-XXL,Top,XXL,B08MYMMCXF,Shipped,1,INR,329.0,MUMBAI,MAHARASHTRA,400050.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Friday
106014,406-6678499-3722732,2022-06-16,Cancelled,Amazon,Amazon.in,Expedited,JNE3790,JNE3790-KR-M,kurta,M,B09KXLRVWY,Unshipped,1,INR,301.0,bankhedi,MADHYA PRADESH,461990.0,IN,,False,,2022-06,Thursday
80723,171-5145401-1610700,2022-05-06,Shipped,Amazon,Amazon.in,Expedited,JNE3634,JNE3634-KR-L,kurta,L,B0981152GP,Shipped,1,INR,511.0,NEW DELHI,DELHI,110030.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Friday
109914,404-2953503-7452332,2022-06-13,Cancelled,Amazon,Amazon.in,Expedited,SET320,SET320-KR-NP-XXL,Set,XXL,B09RKF9X23,Unshipped,1,INR,852.0,BANDA,UTTAR PRADESH,210001.0,IN,,False,,2022-06,Monday
73512,402-3816531-8596368,2022-05-12,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-S,kurta,S,B081WX4G4Q,Shipped,1,INR,435.0,LUCKNOW,UTTAR PRADESH,226005.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Thursday
8295,406-4749707-5293159,2022-04-25,Shipped,Amazon,Amazon.in,Expedited,JNE3618,JNE3618-KR-L,kurta,L,B091Q84CBF,Shipped,1,INR,399.0,PUNE,MAHARASHTRA,411015.0,IN,,False,,2022-04,Monday
97722,404-6641343-9905900,2022-06-23,Shipped,Amazon,Amazon.in,Expedited,SET436,SET436-KR-NP-XXXL,Set,3XL,B09YNY91G5,Shipped,1,INR,1399.0,HYDERABAD,TELANGANA,500001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-06,Thursday
10399,407-0960708-8732360,2022-04-24,Shipped,Amazon,Amazon.in,Expedited,JNE3622,JNE3622-KR-XL,kurta,XL,B08W1ZTMD3,Shipped,1,INR,368.0,MUMBAI,MAHARASHTRA,400025.0,IN,,False,,2022-04,Sunday
12548,404-6146639-0171527,2022-04-23,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,INR,1112.0,SUNDARGARH,ODISHA,770002.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Saturday
128131,403-9805227-7469914,2022-06-01,Shipped,Amazon,Amazon.in,Expedited,JNE3784,JNE3784-KR-XS,kurta,XS,B09K3X66GN,Shipped,1,INR,486.0,KOZHIKODE,KERALA,673032.0,IN,,False,,2022-06,Wednesday
109251,404-8980290-9480304,2022-06-14,Cancelled,Merchant,Amazon.in,Standard,JNE3721,JNE3721-KR-XL,kurta,XL,B099FDMD6T,,0,,,DAMMAPETA,TELANGANA,507306.0,IN,,False,Easy Ship,2022-06,Tuesday
123607,402-4506047-9021150,2022-06-04,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-XL,Ethnic Dress,XL,B0894XHM78,Shipped,1,INR,855.0,BENGALURU,KARNATAKA,560068.0,IN,,False,,2022-06,Saturday
117870,408-0417828-0828339,2022-06-08,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3760,JNE3760-KR-XL,kurta,XL,B099NLQDRK,Shipped,1,INR,432.0,Narayangaon,MAHARASHTRA,410504.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-EWAPBB6BDRGM6,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-AMKH7SAAONETC,Amazon PLCC Free-Financing Universal Merchant AAT-56XNPXK2K7OLI,Amazon PLCC Free-Financing Universal Merchant AAT-ZBCRDPHJI4UDO,Amazon PLCC Free-Financing Universal Merchant AAT-CMBNOJYSQPOPS,Amazon PLCC Free-Financing Universal Merchant AAT-IBN3WODYJ44YC,Amazon PLCC Free-Financing Universal Merchant AAT-W2F65W44TEYES,Amazon PLCC Free-Financing Universal Merchant AAT-ZBGDWJCP6BTLE,Amazon PLCC Free-Financing Universal Merchant AAT-BOWEMQBNNNHBK,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-06,Wednesday
52594,406-1691611-2736359,2022-05-29,Shipped,Amazon,Amazon.in,Expedited,SET179,SET179-KR-PP-XS,Set,XS,B09HMZ3CFG,Shipped,1,INR,528.0,"Caranzalem, Panjim",GOA,403002.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Sunday
42975,404-6731607-3865155,2022-04-04,Shipped,Amazon,Amazon.in,Expedited,JNE3256,JNE3256-KR-M,kurta,M,B07RQSTQLK,Shipped,1,INR,481.0,Hyderabad,TELANGANA,500008.0,IN,,False,,2022-04,Monday
65405,408-6255480-1815552,2022-05-18,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0334,J0334-TP-L,Top,L,B0986XXHX7,Shipped,1,INR,599.0,CHANDIGARH,CHANDIGARH,160036.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-L2DLP5YGE5766,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-YZ2VQO2YM6YYM,Amazon PLCC Free-Financing Universal Merchant AAT-4EOBCMLXMLDGY,Amazon PLCC Free-Financing Universal Merchant AAT-UB6CYNTOQMM7C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,2022-05,Wednesday
81139,404-3727286-7539542,2022-05-06,Cancelled,Amazon,Amazon.in,Expedited,J0144,J0144-SET-XS,Set,XS,B08V15TBBM,Unshipped,1,INR,499.0,VASCO DA GAMA,GOA,403802.0,IN,,False,,2022-05,Friday
2683,407-3069653-3316340,2022-04-29,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-XL,Ethnic Dress,XL,B0894XHM78,Shipped,1,INR,845.0,LUCKNOW,UTTAR PRADESH,226020.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Friday
94155,408-4941130-3114754,2022-06-27,Shipped,Amazon,Amazon.in,Expedited,JNE3615,JNE3615-KR-XS,kurta,XS,B091Q9BRCM,Shipped,1,INR,319.0,FARIDABAD,HARYANA,121004.0,IN,,False,,2022-06,Monday
47853,405-5731630-5121104,2022-04-01,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0124,J0124-TP-XXXL,Top,3XL,B08MYPW3M4,Shipped,1,INR,469.0,BIDHAN NAGAR,WEST BENGAL,700106.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-YFJA6XMAMWZSK,Amazon PLCC Free-Financing Universal Merchant AAT-K66BSCE2J2V5E,Amazon PLCC Free-Financing Universal Merchant AAT-DFM4OAAQ3RGPM,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,2022-04,Friday
5466,407-2372988-2920366,2022-04-27,Shipped,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XS,Set,XS,B09NDKGZ6V,Shipped,1,INR,597.0,RAJKOT,Gujarat,360005.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-04,Wednesday
69594,404-6949634-4033169,2022-05-15,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0396,J0396-DR-XS,Western Dress,XS,B09SDXRYBD,Shipped,1,INR,859.0,THIRUVANANTHAPURAM,KERALA,695562.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-FYWJCQHU2XQ2U,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-URPEBMPS7TSPE,Amazon PLCC Free-Financing Universal Merchant AAT-5ZEB2OGNZ32MC,Amazon PLCC Free-Financing Universal Merchant AAT-YZ2VQO2YM6YYM,Amazon PLCC Free-Financing Universal Merchant AAT-4EOBCMLXMLDGY,Amazon PLCC Free-Financing Universal Merchant AAT-UB6CYNTOQMM7C,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4",False,Easy Ship,2022-05,Sunday
4639,408-9737194-0949157,2022-04-27,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE1951,JNE1951-KR-155-S,kurta,S,B072F5MVHT,Shipped,1,INR,368.0,HYDERABAD,TELANGANA,500043.0,IN,"Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC,Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2,Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2,Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ,Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76,Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC,Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C,Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4,Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA,Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I,Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62,Amazon PLCC Free-Financing Universal Merchant AAT-G5ZRX4BZOIODU,Amazon PLCC Free-Financing Universal Merchant AAT-P3CSUAK4HTEP2,Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS,Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG,Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE,Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM,Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42,Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4,Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY,Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO,Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO,Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC,Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811,Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292",False,Easy Ship,2022-04,Wednesday
65384,402-6552935-3785145,2022-05-18,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XXL,Western Dress,XXL,B09SDXSQ33,Shipped,1,INR,771.0,SRIPERUMBUDUR,TAMIL NADU,602105.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Wednesday
82687,402-5894426-8875560,2022-05-05,Shipped,Amazon,Amazon.in,Expedited,J0416,J0416-DR-L,Western Dress,L,B09TY1Y3WZ,Shipped,2,INR,1650.0,sathyamangalam,TAMIL NADU,638402.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-05,Thursday
124927,404-0000578-3263555,2022-06-03,Shipped,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-XS,kurta,XS,B082TTV7WX,Shipped,1,INR,471.0,BENGALURU,KARNATAKA,560078.0,IN,,False,,2022-06,Friday
111746,402-4570956-5834712,2022-06-12,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,635.0,GANTYADA,ANDHRA PRADESH,535215.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-06,Sunday
92052,408-3277166-4776359,2022-06-28,Shipped,Amazon,Amazon.in,Expedited,SET272,SET272-KR-PP-XXL,Set,XXL,B0983FJSXK,Shipped,1,INR,852.0,HYDERABAD,TELANGANA,500084.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,2022-06,Tuesday
